Movie,Month,Day,Year,Budget,Domestic_Gross,Worldwide_Gross
Riding in Cars with Boys,Oct,19,2001,47,29.781453,29.781453
The Last Castle,Oct,19,2001,60,18.208078,20.541668
Bones,Oct,24,2001,10,7.316658,8.378853
Thirteen Ghosts,Oct,26,2001,19,41.86796,68.46796
Life as a House,Oct,26,2001,18,15.652637,23.889158
Donnie Darko,Oct,26,2001,4.5,1.480006,7.510877
On the Line,Oct,26,2001,10,4.365455,4.690802
High Heels and Low Lifes,Oct,26,2001,10,0.226792,0.226792
The Musketeer,Sep,7,2001,40,27.053815,27.053815
Two Can Play That Game,Sep,7,2001,13,22.235901,22.39145
Rock Star,Sep,7,2001,38,16.991902,19.317765
Soul Survivors,Sep,7,2001,14,3.10065,4.288246
L.I.E.,Sep,7,2001,0.7,1.140965,1.140965
Hardball,Sep,14,2001,21,40.222729,43.72856
The Glass House,Sep,14,2001,22,17.951431,22.861785
Megiddo: Omega Code 2,Sep,21,2001,22,6.047691,6.047691
Glitter,Sep,21,2001,8.5,4.273372,4.273372
Zoolander,Sep,28,2001,28,45.17225,60.780981
Hearts in Atlantis,Sep,28,2001,31,24.185781,30.885781
Dinner Rush,Sep,28,2001,2,0.638227,1.075504
High Crimes,Apr,5,2002,42,41.543207,63.7811
National Lampoon's Van Wilder,Apr,5,2002,6,21.305259,39.241323
Big Trouble,Apr,5,2002,45,7.262288,8.488871
Lucky Break,Apr,5,2002,6,0.054606,4.316497
Changing Lanes,Apr,12,2002,45,66.790248,66.790248
The Sweetest Thing,Apr,12,2002,43,24.430272,63.078756
Frailty,Apr,12,2002,11,13.110448,19.94728
My Big Fat Greek Wedding,Apr,19,2002,5,241.438208,374.890034
The Scorpion King,Apr,19,2002,60,90.58,165.890634
Nueve Reinas,Apr,19,2002,1.5,1.222889,12.412889
Jason X,Apr,26,2002,14,13.121555,16.951798
"Life, or Something Like It",Apr,26,2002,40,14.448589,14.448589
Dogtown and Z-Boys,Apr,26,2002,0.4,1.293295,1.600566
The Salton Sea,Apr,26,2002,18,0.676698,0.676698
Signs,Aug,2,2002,70.702619,227.969295,408.269295
The Master of Disguise,Aug,2,2002,16,40.36353,40.36353
Martin Lawrence Live: RunTelDat,Aug,2,2002,3,19.18482,19.18482
Full Frontal,Aug,2,2002,2,2.512846,3.438804
Spy Kids 2: The Island of Lost Dreams,Aug,7,2002,38,85.846296,119.721296
The Good Girl,Aug,7,2002,8,14.018296,16.585503
xXx,Aug,9,2002,70,141.93,267.2
Blood Work,Aug,9,2002,50,26.199517,26.199517
Pandora's Box,Aug,9,2002,0.8,0.88195,0.88195
Blue Crush,Aug,16,2002,30,40.11842,51.61842
Possession,Aug,16,2002,25,10.103647,14.805812
The Adventures of Pluto Nash,Aug,16,2002,100,4.411102,7.094995
One Hour Photo,Aug,21,2002,12,31.597131,52.223306
Serving Sara,Aug,23,2002,29,16.930185,20.14615
Undisputed,Aug,23,2002,20,12.398628,12.398628
FearDotCom,Aug,30,2002,40,13.208023,13.208023
Analyze That,Dec,6,2002,60,32.122249,54.994757
Adaptation,Dec,6,2002,18.5,22.49852,32.531759
Empire,Dec,6,2002,3.5,17.504595,18.495444
Equilibrium,Dec,6,2002,20,1.190018,5.345869
Maid in Manhattan,Dec,13,2002,55,93.932896,163.838217
Maid in Manhattan,Dec,13,2002,55,93.932896,163.838217
About Schmidt,Dec,13,2002,30,65.005217,107.054484
Star Trek: Nemesis,Dec,13,2002,60,43.254409,67.312826
Drumline,Dec,13,2002,20,56.398162,56.398162
The Jimmy Show,Dec,13,2002,1,0.000703,0.000703
The Lord of the Rings: The Two Towers,Dec,18,2002,94,342.548984,934.699645
25th Hour,Dec,19,2002,4.5,13.084595,25.34449
Antwone Fisher,Dec,19,2002,12.5,21.078145,23.367586
Two Weeks Notice,Dec,20,2002,60,93.354918,199.043309
Gangs of New York,Dec,20,2002,97,77.7305,183.124621
The Wild Thornberrys Movie,Dec,20,2002,25,40.108697,60.694737
Narc,Dec,20,2002,7.5,10.465659,11.84326
Morvern Callar,Dec,20,2002,6,0.267194,0.267194
Pinocchio,Dec,25,2002,45,3.681811,31.681811
Chicago,Dec,27,2002,30,170.687518,306.770545
The Pianist,Dec,27,2002,35,32.519322,111.854182
The Hours,Dec,27,2002,25,41.675994,97.030468
Nicholas Nickleby,Dec,27,2002,10,1.5628,1.5628
Sonny,Dec,27,2002,4,0.017639,0.017639
Love Lisa,Dec,30,2002,1,0.213137,0.213137
Confessions of a Dangerous Mind,Dec,31,2002,29,16.007718,33.013805
Birthday Girl,Feb,1,2002,13,4.919896,8.130727
Slackers,Feb,1,2002,11,4.814244,5.942218
The Singles Ward,Feb,1,2002,0.5,1.250798,1.250798
Collateral Damage,Feb,8,2002,85,40.048332,78.353508
Big Fat Liar,Feb,8,2002,15,47.811275,52.461017
Rollerball,Feb,8,2002,70,18.990542,25.852508
Peter Pan: Return to Neverland,Feb,15,2002,20,48.430258,109.862682
John Q,Feb,15,2002,36,71.026631,102.226631
Crossroads,Feb,15,2002,12,37.188667,57
Hart's War,Feb,15,2002,70,19.076815,33.076815
Super Troopers,Feb,15,2002,1.2,18.492362,23.046142
Last Orders,Feb,15,2002,12,2.326407,2.326407
Reign of Fire,Feb,19,2002,60,43.061982,82.150183
Queen of the Damned,Feb,22,2002,35,30.307804,30.307804
Dragonfly,Feb,22,2002,60,30.063805,30.063805
Monsoon Wedding,Feb,22,2002,1.2,13.876974,27.0256
Sex with Strangers,Feb,22,2002,1.1,0.24774,0.24774
Mean Machine,Feb,22,2002,4.5,0.092723,0.092723
Impostor,Jan,4,2002,40,6.114237,7.974607
Orange County,Jan,11,2002,18,41.059716,43.308707
Snow Dogs,Jan,18,2002,32,81.150692,116.898028
The Count of Monte Cristo,Jan,25,2002,40,54.228104,75.38909
The Mothman Prophecies,Jan,25,2002,42,35.228696,56.438555
A Walk to Remember,Jan,25,2002,11,41.227069,46.060915
Kung Pow: Enter the Fist,Jan,25,2002,10,16.033556,17.033556
Metropolis,Jan,25,2002,15,0.673414,1.405032
Men in Black 2,Jul,3,2002,140,190.418803,441.767803
Like Mike,Jul,3,2002,30,51.432423,62.432423
The Powerpuff Girls,Jul,3,2002,25,11.411644,16.425701
Road to Perdition,Jul,12,2002,80,104.054514,183.354514
Halloween: Resurrection,Jul,12,2002,15,30.259652,37.659652
The Crocodile Hunter: Collision Course,Jul,12,2002,12.5,28.436931,33.436931
Never Again,Jul,12,2002,0.5,0.307631,0.308793
Eight Legged Freaks,Jul,17,2002,30,17.266505,36.722311
Stuart Little 2,Jul,19,2002,120,64.956806,166
K-19: The Widowmaker,Jul,19,2002,90,35.168966,65.716126
Tadpole,Jul,19,2002,0.15,2.891288,3.270128
Ayurveda: Art of Being,Jul,19,2002,0.3,0.016892,2.066892
Austin Powers in Goldmember,Jul,25,2002,63,213.117789,296.338663
The Country Bears,Jul,26,2002,20,16.988996,16.988996
The Divine Secrets of the Ya-Ya Sisterhood,Jun,7,2002,27,69.586544,73.826768
Bad Company,Jun,7,2002,70,30.157016,69.157016
Scooby-Doo,Jun,14,2002,84,153.294164,276.294164
The Bourne Identity,Jun,14,2002,60,121.46896,214.357371
Windtalkers,Jun,14,2002,115,40.914068,77.628265
The Dangerous Lives of Altar Boys,Jun,14,2002,12,1.779284,1.779284
Minority Report,Jun,21,2002,102,132.024714,358.824714
Lilo & Stitch,Jun,21,2002,80,145.771527,245.8
Juwanna Mann,Jun,21,2002,15.6,13.571817,13.771817
Sunshine State,Jun,21,2002,5.6,3.064356,3.281898
Hey Arnold! The Movie,Jun,28,2002,10,13.684949,13.684949
Lovely and Amazing,Jun,28,2002,0.25,4.210379,4.613482
We Were Soldiers,Mar,1,2002,70,78.120196,114.658262
40 Days and 40 Nights,Mar,1,2002,17,37.939782,95.092667
The Calling,Mar,1,2002,0.16,0.032092,0.032092
The Time Machine,Mar,8,2002,80,56.684819,98.98359
All About the Benjamins,Mar,8,2002,14,25.482931,25.873145
Men with Brooms,Mar,8,2002,7.5,4.239767,4.239767
Kissing Jessica Stein,Mar,13,2002,1.5,7.025722,9.345061
Ice Age,Mar,15,2002,65,176.387405,386.116343
Resident Evil,Mar,15,2002,35,40.119709,103.787401
Showtime,Mar,15,2002,85,37.948765,78.948765
Y Tu Mamá También,Mar,15,2002,5,13.649881,33.649881
Blade 2,Mar,22,2002,54,81.676888,154.338601
Blade 2,Mar,22,2002,54,81.676888,154.338601
Sorority Boys,Mar,22,2002,12,10.198766,12.516222
Stolen Summer,Mar,22,2002,1.5,0.119841,0.119841
Panic Room,Mar,29,2002,48,95.308367,196.308367
The Rookie,Mar,29,2002,22,75.600072,80.491516
Clockstoppers,Mar,29,2002,26,36.985501,38.788828
Death to Smoochy,Mar,29,2002,50,8.355815,8.374062
Spider-Man,May,3,2002,139,403.706375,821.706375
Hollywood Ending,May,3,2002,16,4.839383,14.839383
Deuces Wild,May,3,2002,10,6.044618,6.244618
The New Guy,May,10,2002,13,28.972187,28.972187
The Business of Fancy Dancing,May,10,2002,0.2,0.174682,0.174682
Hybrid,May,10,2002,0.2,0.162605,0.162605
Star Wars Ep. II: Attack of the Clones,May,16,2002,115,310.67674,656.695615
About a Boy,May,17,2002,27,40.803,130.759651
The Believer,May,17,2002,1.5,0.406035,1.840248
Harvard Man,May,17,2002,5.5,0.056653,0.056653
The Importance of Being Earnest,May,22,2002,15,8.378141,8.378141
Insomnia,May,24,2002,46,67.263182,113.622499
Spirit: Stallion of the Cimarron,May,24,2002,80,73.21531,106.51531
Enough,May,24,2002,38,39.177215,50.97066
Thirteen Conversations About One Thing,May,24,2002,3,3.287435,3.705923
Elling,May,29,2002,2.1,0.313436,0.313436
The Sum of All Fears,May,31,2002,68,118.47132,193.5
Undercover Brother,May,31,2002,25,38.230435,40.796145
The Santa Clause 2,Nov,1,2002,65,139.225854,172.825854
I Spy,Nov,1,2002,70,33.561137,60.279822
Femme Fatale,Nov,6,2002,35,6.630252,16.830252
8 Mile,Nov,8,2002,41,116.724075,245.768384
Far From Heaven,Nov,8,2002,13.5,15.901849,29.027914
Harry Potter and the Chamber of Secrets,Nov,15,2002,100,261.98788,878.979634
Half Past Dead,Nov,15,2002,25,15.56786,19.23328
El crimen de padre Amaro,Nov,15,2002,1.8,5.719,5.719
Ararat,Nov,15,2002,15.5,1.693,1.693
Interview with the Assassin,Nov,15,2002,0.75,0.047329,0.047329
Revolution#9,Nov,15,2002,0.35,0.009118,0.009118
Die Another Day,Nov,22,2002,142,160.942139,431.942139
Friday After Next,Nov,22,2002,10,33.253609,33.526835
The Quiet American,Nov,22,2002,20,12.987647,26.348203
The Emperor's Club,Nov,22,2002,12.5,14.06095,16.193713
Treasure Planet,Nov,27,2002,100,38.120554,91.8
Wes Craven Presents: They,Nov,27,2002,17,12.840842,16.140842
Solaris,Nov,27,2002,47,14.970038,14.970038
Extreme Ops,Nov,27,2002,40,4.835968,12.624471
Rabbit-Proof Fence,Nov,29,2002,7,6.1996,16.866928
Red Dragon,Oct,4,2002,78,92.95542,206.45542
Jonah: A VeggieTales Movie,Oct,4,2002,14,25.571351,25.608779
Welcome to Collinwood,Oct,4,2002,12,0.37865,4.606284
Bowling for Columbine,Oct,11,2002,3,21.576018,58.240487
The Transporter,Oct,11,2002,21,25.296447,43.928932
Brown Sugar,Oct,11,2002,8,27.362712,28.315272
Punch-Drunk Love,Oct,11,2002,25,17.791031,24.591031
White Oleander,Oct,11,2002,16,16.35777,21.65777
Tuck Everlasting,Oct,11,2002,15,19.161999,19.344615
Knockaround Guys,Oct,11,2002,15,11.66018,12.4197
The Rules of Attraction,Oct,11,2002,4,6.525762,11.79906
Swept Away,Oct,11,2002,10,0.598645,0.598645
The Ring,Oct,18,2002,48,129.094024,248.218486
Abandon,Oct,18,2002,25,10.719367,12.219367
Real Women Have Curves,Oct,18,2002,3,5.853194,7.77779
Formula 51,Oct,18,2002,27,5.204007,5.204007
Auto Focus,Oct,18,2002,7,2.062066,2.703821
Jackass: The Movie,Oct,25,2002,5,64.282312,79.282312
Ghost Ship,Oct,25,2002,20,30.113491,68.349884
Frida,Oct,25,2002,12,25.885,56.131239
Time Changer,Oct,25,2002,0.825,1.500711,1.500711
All or Nothing,Oct,25,2002,9,0.184255,0.184255
All the Queen's Men,Oct,25,2002,15,0.022723,0.022723
Swimfan,Sep,6,2002,10,28.564995,34.364995
City by the Sea,Sep,6,2002,40,22.433915,22.433915
Barbershop,Sep,13,2002,12,75.781642,77.063461
Stealing Harvard,Sep,13,2002,25,13.973532,13.973532
Igby Goes Down,Sep,13,2002,9,4.777465,4.777465
Betty Fisher et autres histoires,Sep,13,2002,7.5,0.2064,0.2064
Sen to Chihiro no Kamikakushi,Sep,20,2002,19,10.049886,274.949886
8 femmes,Sep,20,2002,8,3.076425,42.376425
The Banger Sisters,Sep,20,2002,10,30.306281,38.067218
The Four Feathers,Sep,20,2002,35,18.306166,29.882645
Ballistic: Ecks vs. Sever,Sep,20,2002,70,14.294842,14.294842
Secretary,Sep,20,2002,4,4.046737,9.413956
Trapped,Sep,20,2002,30,6.916869,6.916869
Eye See You,Sep,20,2002,55,0.079161,1.80799
Eye See You,Sep,20,2002,55,0.079161,1.80799
Sweet Home Alabama,Sep,27,2002,38,127.214072,182.365114
The Tuxedo,Sep,27,2002,60,50.586,104.429625
Wasabi,Sep,27,2002,15.3,0.081525,7
Moonlight Mile,Sep,27,2002,21,6.830957,6.830957
Charly,Sep,27,2002,0.95,0.814666,0.814666
The Good Thief,Apr,2,2003,30,3.517797,6.460758
Phone Booth,Apr,4,2003,11,46.566212,97.837138
A Man Apart,Apr,4,2003,36,26.5,43.797731
What a Girl Wants,Apr,4,2003,25,35.990505,35.990505
DysFunkTional Family,Apr,4,2003,3,2.255,2.255
Anger Management,Apr,11,2003,56,135.560942,195.660942
Anger Management,Apr,11,2003,56,135.560942,195.660942
"House of 1,000 Corpses",Apr,11,2003,7,12.634962,17.005466
Better Luck Tomorrow,Apr,11,2003,0.25,3.80239,3.809226
The Young Unknowns,Apr,11,2003,0.8,0.058163,0.058163
A Mighty Wind,Apr,16,2003,6,17.583468,18.504539
Chasing Papi,Apr,16,2003,9,6.126237,12.657377
Holes,Apr,18,2003,20,67.383924,71.232214
Winged Migration,Apr,18,2003,28,11.689053,39.134983
Malibu's Most Wanted,Apr,18,2003,15,34.308901,34.499204
Lilja 4-ever,Apr,18,2003,4.5,0.181655,4.556982
Identity,Apr,25,2003,28,52.131264,82.183683
Confidence,Apr,25,2003,15,12.212417,12.212417
People I Know,Apr,25,2003,20,0.121972,5.694213
The Real Cancun,Apr,25,2003,4,3.816594,3.816594
City of Ghosts,Apr,25,2003,17.5,0.325491,0.325491
Steal (Canadian Release),Apr,25,2003,15,0.220944,0.220944
American Wedding,Aug,1,2003,55,104.354205,126.425115
American Wedding,Aug,1,2003,55,104.354205,126.425115
Gigli,Aug,1,2003,54,6.087542,7.126002
Gigli,Aug,1,2003,54,6.087542,7.126002
Freaky Friday,Aug,6,2003,26,110.222438,160.822438
S.W.A.T.,Aug,8,2003,70,116.877597,207.154748
Freddy vs. Jason,Aug,15,2003,25,82.622655,114.576403
Open Range,Aug,15,2003,26,58.331254,68.613992
American Splendor,Aug,15,2003,2,6.003587,8.685632
Thirteen,Aug,20,2003,2,4.601043,9.505996
The Medallion,Aug,22,2003,41,22.108977,22.108977
My Boss's Daughter,Aug,22,2003,14,15.549702,15.549702
Marci X,Aug,22,2003,20,1.646664,1.646664
The Battle of Shaker Heights,Aug,22,2003,1,0.280351,0.839145
Jeepers Creepers II,Aug,29,2003,25,35.623801,119.923801
Party Monster,Aug,29,2003,5,0.742898,0.89403
Civil Brand,Aug,29,2003,0.5,0.254293,0.254293
Steel Spirit,Dec,1,2003,0.02,0,0
The Last Samurai,Dec,5,2003,140,111.110575,456.810575
Honey,Dec,5,2003,18,30.272254,62.646763
Big Fish,Dec,10,2003,70,66.432867,123.954323
Something's Gotta Give,Dec,12,2003,80,124.685242,266.685242
Stuck On You,Dec,12,2003,55,33.832741,63.537164
Stuck On You,Dec,12,2003,55,33.832741,63.537164
Girl with a Pearl Earring,Dec,12,2003,12,11.634362,43.274797
The Statement,Dec,12,2003,27,0.765637,1.545064
The Lord of the Rings: The Return of the King,Dec,17,2003,94,377.845905,1141.403341
Mona Lisa Smile,Dec,19,2003,65,63.8031,141.205169
Calendar Girls,Dec,19,2003,10,31.011616,93.074616
House of Sand and Fog,Dec,19,2003,16.5,13.005485,16.157923
The Hebrew Hammer,Dec,19,2003,1.3,0.077755,0.090213
Monster,Dec,24,2003,5,34.46921,64.240813
Cheaper by the Dozen,Dec,25,2003,40,138.614544,190.212113
Cold Mountain,Dec,25,2003,80,95.632614,165.173909
Paycheck,Dec,25,2003,60,53.789313,98.819789
Peter Pan,Dec,25,2003,100,48.41785,95.255485
The Company,Dec,25,2003,15,2.281585,3.396508
Nothing,Dec,31,2003,4,0,0.06318
Flywheel,Dec,31,2003,0.02,0,0
May,Feb,7,2003,1.75,0.14554,0.634803
Daredevil,Feb,14,2003,80,102.543518,182.782518
The Jungle Book 2,Feb,14,2003,20,47.901582,140.122225
Gerry,Feb,14,2003,7,0.254683,0.719699
All the Real Girls,Feb,14,2003,1,0.549666,0.70302
Old School,Feb,21,2003,24,75.155,86.765463
The Life of David Gale,Feb,21,2003,50,19.694635,28.920188
Gods and Generals,Feb,21,2003,55,12.882934,12.923936
Gods and Generals,Feb,21,2003,55,12.882934,12.923936
Dark Blue,Feb,21,2003,15,9.23747,12.262065
Cradle 2 the Grave,Feb,28,2003,25,34.657731,56.434942
Spider,Feb,28,2003,10,1.641788,1.641788
Poolhall Junkies,Feb,28,2003,4,0.563711,0.563711
Just Married,Jan,10,2003,19,56.127162,101.564935
The Slaughter Rule,Jan,10,2003,0.5,0.013134,0.013134
Kangaroo Jack,Jan,17,2003,60,66.723216,90.723216
Cidade de Deus,Jan,17,2003,3.3,7.563397,32.059295
A Guy Thing,Jan,17,2003,20,15.543862,17.430594
Darkness Falls,Jan,24,2003,7,32.539681,47.289758
Amen,Jan,24,2003,14,0.274299,0.274299
Final Destination 2,Jan,31,2003,26,46.896664,90.396664
The Guru,Jan,31,2003,11,3.051221,24.15055
The R.M.,Jan,31,2003,0.5,1.111615,1.111615
Terminator 3: Rise of the Machines,Jul,1,2003,170,150.358296,433.058296
"Legally Blonde 2: Red, White & Blonde",Jul,2,2003,25,90.639088,125.339088
Sinbad: Legend of the Seven Seas,Jul,2,2003,60,26.483452,80.767884
Swimming Pool,Jul,4,2003,7.8,10.130108,24.021282
Pirates of the Caribbean: The Curse of the Black Pearl,Jul,9,2003,140,305.411224,634.954103
The League of Extraordinary Gentlemen,Jul,11,2003,78,66.465204,179.265204
Northfork,Jul,11,2003,1.9,1.420578,1.44514
The Journey,Jul,11,2003,0.5,0.0198,0.0198
Bad Boys II,Jul,18,2003,130,138.54087,273.271982
Johnny English,Jul,18,2003,45,28.013509,163.126676
Dirty Pretty Things,Jul,18,2003,10,8.112414,14.156753
How to Deal,Jul,18,2003,16,14.108518,14.108518
This Thing of Ours,Jul,18,2003,2,0.037227,0.037227
Masked and Anonymous,Jul,24,2003,7.5,0.533344,0.555335
Spy Kids 3-D: Game Over,Jul,25,2003,40,111.760631,167.851995
Lara Croft: Tomb Raider: The Cradle of Life,Jul,25,2003,90,65.653758,157.092943
Seabiscuit,Jul,25,2003,86,120.277854,148.715342
Buffalo Soldiers,Jul,25,2003,15,0.353743,0.353743
Mondays in the Sun,Jul,25,2003,4,0.146402,0.146402
2 Fast 2 Furious,Jun,6,2003,76,127.120058,236.410607
Whale Rider,Jun,6,2003,4.3,20.779666,39.3746
Mambo Italiano,Jun,6,2003,5.5,3.031801,6.148823
Rugrats Go Wild,Jun,13,2003,25,39.402572,55.443032
Hollywood Homicide,Jun,13,2003,75,30.207785,50.409753
Dumb and Dumberer: When Harry Met Lloyd,Jun,13,2003,30,26.214846,26.214846
The Heart of Me,Jun,13,2003,7,0.196067,0.196067
Tycoon,Jun,13,2003,5,0.121016,0.121016
Manito,Jun,13,2003,0.025,0,0
Hulk,Jun,20,2003,137,132.177234,245.075434
Alex & Emma,Jun,20,2003,30,14.208384,15.358583
From Justin to Kelly,Jun,20,2003,12,4.922166,4.922166
The Legend of Suriyothai,Jun,20,2003,9,0.454255,0.454255
Charlie's Angels: Full Throttle,Jun,27,2003,120,100.814328,227.2
28 Days Later…,Jun,27,2003,8,45.064915,82.955633
The Day the Earth Stood Still,Mar,4,2003,1.2,3.7,3.7
Bringing Down the House,Mar,7,2003,20,132.675402,164.675402
Tears of the Sun,Mar,7,2003,75,43.632458,85.632458
Irreversible,Mar,7,2003,5.4,0.7922,8.133256
Nowhere in Africa,Mar,7,2003,6.5,6.173485,6.173485
Bend it Like Beckham,Mar,12,2003,5.6,32.543449,74.566042
Agent Cody Banks,Mar,14,2003,25,47.54506,58.240458
The Hunted,Mar,14,2003,55,34.234008,47.213095
The Hunted,Mar,14,2003,55,34.234008,47.213095
Willard,Mar,14,2003,20,6.882696,6.882696
Spun,Mar,14,2003,4.5,0.410241,1.022649
Dreamcatcher,Mar,21,2003,68,33.685268,75.685268
Boat Trip,Mar,21,2003,15,8.586376,14.933713
L'auberge espagnole,Mar,21,2003,5.9,3.895664,3.895664
Down & Out with the Dolls,Mar,21,2003,1.2,0.058936,0.058936
The Core,Mar,28,2003,85,31.11126,74.132631
Basic,Mar,28,2003,50,26.599248,42.598498
Head of State,Mar,28,2003,35.2,37.788228,38.283765
Raising Victor Vargas,Mar,28,2003,0.8,2.073984,2.900578
X2,May,2,2003,125,214.949694,406.875536
The Lizzie McGuire Movie,May,2,2003,15,42.734455,55.534455
Owning Mahowny,May,2,2003,10,1.011054,1.011054
Blue Car,May,2,2003,1,0.464126,0.475367
Daddy Day Care,May,9,2003,60,104.148781,164.285587
Les invasions barbares,May,9,2003,5,8.46,25.913869
Dracula: Pages from a Virgin's Diary,May,14,2003,1.1,0.039659,0.081371
The Matrix Reloaded,May,15,2003,150,281.553689,738.576929
Bruce Almighty,May,23,2003,81,242.704995,484.468608
Finding Nemo,May,30,2003,94,380.52937,936.42937
The Italian Job,May,30,2003,60,106.126012,176.262839
Wrong Turn,May,30,2003,10,15.417771,28.649556
The Matrix Revolutions,Nov,5,2003,150,139.27091,427.30026
Love Actually,Nov,7,2003,45,59.472278,247.946915
Elf,Nov,7,2003,32,173.398518,220.23641
Master and Commander: The Far Side of the World,Nov,14,2003,135,93.926386,212.912137
Looney Tunes: Back in Action,Nov,14,2003,80,20.95082,54.540662
Tupac Resurrection,Nov,14,2003,0.3,7.718961,7.808524
Gothika,Nov,21,2003,40,59.588068,141.484812
The Cat in the Hat,Nov,21,2003,109,101.018283,133.818283
21 Grams,Nov,21,2003,20,16.248701,59.667625
The Haunted Mansion,Nov,26,2003,90,75.817994,155.750628
Bad Santa,Nov,26,2003,18,60.060328,77.147031
The Missing,Nov,26,2003,65,26.900336,38.253433
Timeline,Nov,26,2003,80,19.480739,26.703184
Les Triplettes de Belleville,Nov,26,2003,2,7.301288,17.403168
The Cooler,Nov,26,2003,4,8.291572,11.131455
School of Rock,Oct,3,2003,20,81.261177,131.945113
The Station Agent,Oct,3,2003,0.5,5.801558,9.470209
Sur Le Seuil,Oct,3,2003,2.5,2.013052,2.013052
Wonderland,Oct,3,2003,5.5,1.060512,1.060512
Foolproof,Oct,3,2003,5.8,0.230312,0.421021
The Work and the Story,Oct,3,2003,0.103,0.016137,0.016137
Mystic River,Oct,8,2003,30,90.135191,156.82202
Kill Bill: Volume 1,Oct,10,2003,55,70.098138,176.469428
Kill Bill: Volume 1,Oct,10,2003,55,70.098138,176.469428
Intolerable Cruelty,Oct,10,2003,60,35.327628,121.327628
Good Boy!,Oct,10,2003,17,37.667746,45.312217
The House of the Dead,Oct,10,2003,7,10.199354,13.767816
The Flower of Evil,Oct,10,2003,6,0.181798,0.181798
The Texas Chainsaw Massacre,Oct,17,2003,9,80.571655,107.967319
Veronica Guerin,Oct,17,2003,17,1.569918,9.438074
